place_name,province,longitude,latitude,inscription_count,Pleiades_ID
Bou Kerin / Aquae Cirnensis,Africa proconsularis,,,1,
Bou Khchim,Africa proconsularis,,,1,
Bou Maazoun / Bu Maazoun,Africa proconsularis,,,11,
Bou Maharez / Mahares,Africa proconsularis,,,2,
"Bou Mlem, Hr.",Africa proconsularis,,,1,
Bou Rebia / Bu ar Rabiah / Bou er Rebia / Pagus Mercurialis,Africa proconsularis,10.12,36.602778,7,
Bou Sadoun,Africa proconsularis,,,1,
"Bou Sof, Hr.",Africa proconsularis,4.987904,35.835426,2,
"Bou Taba, Hr. / Bu Taba, Hr. / Menegere",Africa proconsularis,8.470741,35.368472,1,
Bou Zeitun / Bu Zeitun,Africa proconsularis,,,1,
Bou Zgoug,Africa proconsularis,,,1,
Bou el-Acbasc / Bu el-Acbasc,Africa proconsularis,,,1,
Bouaouene,Africa proconsularis,9.0067754,36.6936637,1,
Bouchegouf / Zattara,Africa proconsularis,7.7290561,36.4704821,3,
"Boughrara / Bou Ghrara / Bou-Ghara / Bou Grara / Bon Grara / Zian, Hr. / Gigthis",Africa proconsularis,10.6741918,33.5393404,135,
"Bouibet, Hr. / M'Bkekich, Hr. / Fachmia, Hr. / Ammaedara",Africa proconsularis,8.4135739,35.5948783,55,
Boujlida / Bou Djelida / Bou Jelida / Mizeoter / Gens Bacchuiana,Africa proconsularis,9.5047835,36.4149476,57,
Boukhil / Bou Kehil / Gebel Bou Kohel / Djebel bau-Kohel,Africa proconsularis,9.1303962,36.2804725,1,
Bouraoui Belhadef / Bouraroui,Africa proconsularis,6.103131,36.6992926,4,
Boursala,Africa proconsularis,,,5,
Bouzid Ben Aleya,Africa proconsularis,,,3,
Bouzouitina,Africa proconsularis,,,3,
Brahim Ben Kherif / Ammaedara,Africa proconsularis,,,8,
Brahim Ben Sai,Africa proconsularis,,,1,
"Brahim Riah', Hr. / Kinfiria / Thugga",Africa proconsularis,9.1907365,36.4039453,8,
"Brighita, Hr. / Sucubi",Africa proconsularis,9.645585,36.317358,11,
"Brik, Hr.",Africa proconsularis,9.287222,35.304443,7,
"Brir't, Hr. / Brirt",Africa proconsularis,,,1,
Brisgam / Macomades Minores / Iunci,Africa proconsularis,10.497324,34.525858,3,
"Bu Fatis, Hr. / Bou Ftis, Hr. / Avitta Bibba",Africa proconsularis,9.70275407,36.4030368,33,
Bujobsa / Bubiosa,Africa proconsularis,,,1,
"Buladia, Hr.",Africa proconsularis,,,1,
"Burcha, Hr. / Turca",Africa proconsularis,,,1,
Busalim / Bou Salem,Africa proconsularis,8.9713004,36.6079377,7,
Caf el-Berber / Kef el-Berber / Cat el-Berber,Africa proconsularis,,,1,
Cap Demaz,Africa proconsularis,,,17,
Carthago,Africa proconsularis,10.3233333,36.8527778,8518,
Chabet-Rouajat,Africa proconsularis,,,1,
Chaffai / Schaffai,Africa proconsularis,8.60285326,35.54505,15,
Chaouache / Shawash / Schauwasch / Suas,Africa proconsularis,9.5409261,36.7118225,40,
Chaouat,Africa proconsularis,9.944471,36.8894814,4,
"Chara, Ain",Africa proconsularis,8.3936111,36.6308333,1,
Chareb*,Africa proconsularis,,,8,
Charren-Zebida,Africa proconsularis,,,14,
Chebika / Shabikah / Speculum,Africa proconsularis,7.9351219,34.3184732,6,
"Chelga, Hr. / Schelga, Hr.",Africa proconsularis,9.519243,36.807753,2,
"Chemlali, iuxta",Africa proconsularis,9.86334,33.63045,1,
Chemtou / Chimtou / Shimtu / Simitthus,Africa proconsularis,8.577901,36.492029,330,315174
"Chenah, Hr.",Africa proconsularis,9.516667,34.016666,7,
Cherfeddine,Africa proconsularis,,,1,
"Chett, Hr. / Ain Trab / Bordj Abd el-Melek / Sidi Abd el-Melek / Pagus Suttuensis / Thugga",Africa proconsularis,8.421198,36.418637,40,
"Chigarnia, Hr. / ech-Chegarnia, Hr. / Uppenna",Africa proconsularis,10.441259,36.16839,84,
Chott Menzel Yahia,Africa proconsularis,,,11,
Choud el-Batel / Schuhud el-Batal,Africa proconsularis,,,13,
"Chouegoui / Chouggui, Hr. / Chouiggui / Thubba",Africa proconsularis,9.801327,36.878082,7,
"Contra, Hr.",Africa proconsularis,,,2,
Cretiville / Creteville,Africa proconsularis,10.324693,36.6614168,1,
"Dabus, Hr.",Africa proconsularis,,,1,
"Dachduchai, Hr.",Africa proconsularis,,,1,
Dahr Sidi Assin bu Debbus / Dahr Sidi Assin Bou Debbous / Dechra Bou Daboux,Africa proconsularis,,,1,
"Dalia, Hr. ed / Dalia, Hr. el",Africa proconsularis,10.776802,36.740067,1,
"Damous, Hr. / El-Damous / Oued Damoud / Se[]",Africa proconsularis,,,8,
"Damous, Hr. / Thugga",Africa proconsularis,9.1828896,36.4113833,7,
"Daoua Rouho, Hr.",Africa proconsularis,,,1,
Dar Ali el-Hochani / Dal Ali el-Hochani,Africa proconsularis,,,1,
Dar Ali-Zemmal,Africa proconsularis,,,1,
Dar Tebala,Africa proconsularis,,,1,
Dar el-Acheb,Africa proconsularis,9.2178087,36.4218249,3,
Dar el-Arussi,Africa proconsularis,,,1,
"Dashrat Chetlou / Chetlou, Hr. / Fossa Regia / Thugga",Africa proconsularis,9.3794809,36.4309589,1,
Dashrat al-Qulayah / Dashrat el-Qulayah,Africa proconsularis,9.57635,35.91997,2,
Davairocho,Africa proconsularis,,,4,
"Dawalah / Douila, Hr. / Municipium Sicingitanum / Mizigita",Africa proconsularis,10.612013,36.831593,2,
"Dawwar Bed / Bedd, Hr. / Medd, Hr. / Avedda",Africa proconsularis,9.583333,36.8,34,
"Debbik, Hr. / Municipium Septimium",Africa proconsularis,9.8610529,36.5994336,12,
"Debbiya, Hr. / Bir ben Faiza / Thugga",Africa proconsularis,9.3255258,36.5261304,2,
Dechret Jenoua / Dechret Djenoua,Africa proconsularis,9.5,35.833333,2,
"Dedech, Hr.",Africa proconsularis,,,1,
"Deheb, Hr.",Africa proconsularis,,,5,
Deimech,Africa proconsularis,,,1,
Deirat,Africa proconsularis,,,4,
Dekhilet el-Adjaj,Africa proconsularis,,,1,
Dekrnia,Africa proconsularis,9.2,36.333333,2,
"Deminia, Hr.",Africa proconsularis,,,1,
Demna,Africa proconsularis,9.853611,37.313611,3,
Depienne,Africa proconsularis,10.0237541,36.4547824,6,
Derirat,Africa proconsularis,,,2,
"Dermoulia, Hr. / Coreva",Africa proconsularis,9.48485,36.504969,8,
Devirat,Africa proconsularis,,,3,
Dguache / Degache / Griss / Thiges,Africa proconsularis,8.2157997,33.9837331,4,
"Dhorbania / Oued Nebhana, Hr. / Thambeis",Africa proconsularis,10.02064,36.19392,1,
"Diab, Hr. ed / Diab, Hr. el",Africa proconsularis,9.00745,35.280865,1,
"Diffa, Hr.",Africa proconsularis,,,3,
Diyar Al Hujjaj / Diar el Hajjej,Africa proconsularis,10.8634917,36.6271637,6,
"Djal, Hr. / Jal / Uzali Sar",Africa proconsularis,9.688235,36.811582,18,
Djarra,Africa proconsularis,,,1,
Djebba / Thigibba Bure,Africa proconsularis,9.0930745,36.4839849,73,
Djebel Azereg / Gebel Azereg,Africa proconsularis,2.8358333,34.1147222,1,
Djebel Cheidi / Gebel Cheidi,Africa proconsularis,,,30,
Djebel Djaffa / Gebel Djaffa,Africa proconsularis,,,1,
Djebel Djelloud / Gebel Djelloud,Africa proconsularis,10.205,36.77639,181,
"Djebel El West / El-Ouest, Hr.",Africa proconsularis,10.059744,36.5539867,2,
Djebel Hadifa / Gebel Hadifa,Africa proconsularis,9.4666667,34.1,15,
Djebel Mansour / Gebel Mansour / Jabal Mansur / Kharrouba / Ech Charoub / Gales,Africa proconsularis,9.69998,36.266625,36,
Djebel Oust / Gebel Oust / Cheylus / Shaylus,Africa proconsularis,10.0613122,36.5551149,3,
Djebel R'bia / Gebel R'bia,Africa proconsularis,,,2,
Djebel Slagwa / Thugga,Africa proconsularis,9.2770467,36.4864889,1,
Djebel Stiah / Gebel Stiah,Africa proconsularis,7.6666667,35.5,3,
Djebel Tafechna / Gebel Tafechna,Africa proconsularis,,,1,
"Djelal, Hr.",Africa proconsularis,5.8833,36.7833,2,
"Djemelihia, Hr.",Africa proconsularis,,,1,
Djenun,Africa proconsularis,,,3,
"Djerba / Jerba, Ile de / Girba",Africa proconsularis,10.8859041,33.7733905,24,
"Djibinia, Hr.",Africa proconsularis,9.87721,35.713047,1,
"Djouana, Hr.",Africa proconsularis,,,3,
"Djour, Ayn al",Africa proconsularis,10.1,36.450001,1,
"Douameus, Hr. / Mta l'oued Rmel / Kern el Kebch, Hr. / Aunobaris / Thugga",Africa proconsularis,9.1913397,36.383081,44,
Douar Bayoud,Africa proconsularis,9.333333,35.633333,1,
Douar Chabia,Africa proconsularis,9.398166,36.60873,1,
Douar Khima,Africa proconsularis,9.938611,37.155556,8,
Douar Mohamia,Africa proconsularis,,,1,
Douar Zaouia es Sghira,Africa proconsularis,9.995,36.906113,8,
"Douemis, Hr. / Dawamis, Hr. ad / Duemis / Duamis / ed-Duamis, Hr. / Gebel el-Douemis / Jabal al-Duwaymis / Uchi Maius",Africa proconsularis,9.0840653,36.4109475,565,
Dougga / Thugga,Africa proconsularis,9.21869726,36.4234669,2087,315223
"Dougga, Hr. / Tucca Terebentina / Thugga Terebenthina",Africa proconsularis,9.014215,35.829469,3,
"Dougga, iuxta (1) / Thugga",Africa proconsularis,9.2243162,36.4275916,1,
"Dougga, iuxta (2) / Thugga",Africa proconsularis,9.1979481,36.4361179,1,
"Dougga, iuxta (4) / Thugga",Africa proconsularis,9.2122404,36.4219358,1,
"Dougga, iuxta (5) / Thugga",Africa proconsularis,9.2239089,36.4124706,2,
"Dougga, iuxta (6) / Thugga",Africa proconsularis,9.20701,36.4271563,1,
"Dougga, iuxta (7) / Thugga",Africa proconsularis,9.2223778,36.4281128,1,
"Dougga, iuxta (8) / Thugga",Africa proconsularis,9.2228662,36.4273851,1,
"Dougga, iuxta (9) / Thugga",Africa proconsularis,9.1672276,36.423652,2,
Douimes,Africa proconsularis,,,2,
Doukhania,Africa proconsularis,9.22812792,36.3492476,8,
Draa Ben Jouder,Africa proconsularis,10.0205839,36.2733109,6,
Draa Faiza,Africa proconsularis,,,1,
Draa Tebessi,Africa proconsularis,,,5,
"Draa el Gamra, Hr. / Gor",Africa proconsularis,9.97604,36.434323,4,
Draa er-Rahel / Draa el-Rahel,Africa proconsularis,,,1,
"Duemis, Hr. / Saia Maior",Africa proconsularis,9.74639,35.6611,12,
Duerville,Africa proconsularis,,,1,
"Duraydir, Bi'r",Africa proconsularis,13.4552778,31.2902778,21,
"Dzemda, Hr. / Semta",Africa proconsularis,9.887345,36.269282,3,
Eastern Jabal,Africa proconsularis,13.541556,32.301501,2,
Ebba Ksoui / Ebba / Obba,Africa proconsularis,8.831133,35.945881,14,
"Eddouara, Hr.",Africa proconsularis,,,1,
Ehelel,Africa proconsularis,,,4,
El Abd,Africa proconsularis,20.966667,25.583332,1,
"El Adud, Hr.",Africa proconsularis,,,1,
El Afareg,Africa proconsularis,,,5,
El Ahmar / Ziccilia / Thugga,Africa proconsularis,9.2795621,36.4147451,1,
El Akrouabi,Africa proconsularis,,,4,
El Alaimia,Africa proconsularis,3.0672436,35.8022057,6,
El Alia / Uzalis,Africa proconsularis,10.0338705,37.1689041,14,
El Allouani / Civitas []iana,Africa proconsularis,,,2,
El Amech,Africa proconsularis,3.0458,36.1743,1,
El Aouja,Africa proconsularis,9.9561111,35.4363889,7,
El Arais,Africa proconsularis,,,2,
El Assi,Africa proconsularis,,,1,
"El Avavi, Hr. / Thugga",Africa proconsularis,9.1726266,36.4574543,2,
El Ayaicha / El Aayaycha,Africa proconsularis,9.2493514,34.2477548,5,
El Ayaida / Vaga,Africa proconsularis,9.184162,36.726581,1,
El Baroud / Ammaedara,Africa proconsularis,,,12,
El Blida / Abitina,Africa proconsularis,,,2,
El Bordj,Africa proconsularis,,,1,
"El Boua, Hr.",Africa proconsularis,,,1,
El Chrib / El Khrib,Africa proconsularis,,,3,
El Djemel,Africa proconsularis,10.7833,34.9,5,
El Fahs / Castellum Biracsaccarensium,Africa proconsularis,9.9088592,36.382301,15,
El Garra,Africa proconsularis,,,14,
El Getat,Africa proconsularis,,,5,
El Giz,Africa proconsularis,,,1,
El Gonai,Africa proconsularis,,,13,
El Gorraiia,Africa proconsularis,,,6,
El Grey,Africa proconsularis,,,1,
El Guecib,Africa proconsularis,,,1,
"El Gueciret, Hr. / Turris Maniliorum Arelliorum",Africa proconsularis,10.090502,33.47634,1,
"El Guettar, Hr.",Africa proconsularis,8.951796,34.3364077,1,
El Haeria,Africa proconsularis,9.0489101,35.7192153,2,
El Hamadja,Africa proconsularis,6.65,34.5166667,1,
El Hamima,Africa proconsularis,9.921389,35.086945,11,
"El Hamina, Hr.",Africa proconsularis,,,1,
"El Haouaria, Hr.",Africa proconsularis,10.001389,35.600277,8,
El Hatba / Fundus Ver[],Africa proconsularis,,,7,
"El Homs, Hr.",Africa proconsularis,,,1,
El Iudi,Africa proconsularis,,,1,
El Jem / El Djem / Al Jamm / Thysdrus,Africa proconsularis,10.7126913,35.2966474,178,324835
"El Joue, Hr.",Africa proconsularis,,,1,
El Kantara / Houmt Cedouikech / Meninx,Africa proconsularis,10.9210583,33.6865205,15,
El Karia,Africa proconsularis,,,2,
El Kebet Chrig / Ammaedara,Africa proconsularis,,,2,
El Kebir,Africa proconsularis,,,11,
El Kef / Le Kef / Sicca Veneria,Africa proconsularis,8.7043493,36.1675068,821,315152
"El Kelkh, Hr. / Thaddur",Africa proconsularis,9.718538,36.459555,1,
El Khadra,Africa proconsularis,0.591516,34.057938,7,
"El Khandak, Hr.",Africa proconsularis,,,1,
El Kharouba,Africa proconsularis,10.4719,36.3661,2,
El Kheima / Ammaedara,Africa proconsularis,10.019815,34.015249,3,
El Kouif,Africa proconsularis,8.321967,35.500823,2,
El Kous,Africa proconsularis,7.8544755,36.7980926,1,
El Kouskiss,Africa proconsularis,,,11,
El Krib / Al Krib / Mustis,Africa proconsularis,9.1344449,36.3260298,6,
El Ksour / Al-Qusur / Ksour Abd el-Melek / Ksour Abdelmalek / Uzappa,Africa proconsularis,9.330556,35.924167,83,
El Left,Africa proconsularis,,,1,
"El Maden, Hr. / El Mden / Mden / Elmden / Vina",Africa proconsularis,10.550673,36.510508,11,
El Mdou,Africa proconsularis,10.0758515,33.8108983,1,
El Merissa / Mraissa / Karpis,Africa proconsularis,10.5738997,36.7939534,9,
El Messaouer,Africa proconsularis,,,1,
El Mra Meita,Africa proconsularis,,,2,
El Oubira,Africa proconsularis,,,1,
El Sera,Africa proconsularis,10.4333,36.4833,2,
"El Torresch, Hr.",Africa proconsularis,,,3,
El Wed / Turratensium,Africa proconsularis,,,2,
El-Abd,Africa proconsularis,9.0147,35.3081,4,
El-Ahsan,Africa proconsularis,,,4,
"El-Aroussa / Al-Aroussa / Al-Arusa / Tambra, Hr. / Bordj Tambra / Thabbora",Africa proconsularis,9.45317745,36.379369,37,
El-Asabiah / Al-Asabiah,Africa proconsularis,12.866667,32.033333,2,
El-Aura,Africa proconsularis,,,2,
El-Awedi,Africa proconsularis,,,1,
"El-Biod, Hr.",Africa proconsularis,,,4,
El-Brige / Thugga,Africa proconsularis,,,1,
"El-Fnideg, Hr. / Fnideg, Hr.",Africa proconsularis,9.469719,35.323093,2,
El-Gebel el-Gharbi / Al-Jabal al-Gharbi / El-Qaryah el-Sharqiyah / Al-Qaryah ash-Sharqiyah / Gheriat el-Garbia / Myd[],Africa proconsularis,13.6,30.4,16,
El-Ghouiba,Africa proconsularis,9.4508333,35.3211111,1,
El-Jehudiah,Africa proconsularis,,,2,
El-Karib / Al-Karib,Africa proconsularis,9.1359301,36.3284259,2,
El-Khadra / Al-Khadra',Africa proconsularis,13.766667,32.45,3,
"El-Khima / El-Khimah / el-Chima, Hr. / Avula Municipium",Africa proconsularis,,,39,
El-Khima mta Zaruia,Africa proconsularis,,,1,
El-Kley,Africa proconsularis,,,2,
El-Knaiss,Africa proconsularis,,,1,
"El-Krima, Hr. / El-Khima, Hr. / Uchi Minus / Alma",Africa proconsularis,9.538906,36.504007,5,
El-Ktabh,Africa proconsularis,,,10,
"El-Maiz, Hr. / Theveste",Africa proconsularis,,,13,
El-Marja / Ammaedara,Africa proconsularis,9.6275,35.8913889,1,
El-Media / Al-Media,Africa proconsularis,10.8117,33.1089,1,
El-Minshar / Al-Minshar,Africa proconsularis,9.316667,36.733333,7,
El-Qannarah / Al-Qannarah,Africa proconsularis,8.7167,35.7,20,
El-Qasabat / Al-Qasabat,Africa proconsularis,14.0411,32.5833,3,
El-Sabah Ruqud / As-Sabah Ruqud,Africa proconsularis,9.2833,35.7333,1,
El-Saluqiyah / As-Saluqiyah / Slouguia / Sloughia / Chidibbia,Africa proconsularis,9.5112152,36.5803955,39,
El-Waslatiyah / Al-Waslatiyah / Ousseltia,Africa proconsularis,9.5951694,35.8519185,7,
Elles,Africa proconsularis,9.0969866,35.9486106,5,
Embarek Ben Sla,Africa proconsularis,,,1,
En Naima / Sicca Veneria,Africa proconsularis,,,1,
En Neif,Africa proconsularis,,,1,
En-Ngila,Africa proconsularis,13.0316768,32.7462777,17,
Enfidha,Africa proconsularis,10.3780065,36.1341289,19,
"Er-Rebaa, Hr. / Bel-Anine, Hr. / Thugga",Africa proconsularis,9.2163591,36.4868418,2,
Er-Rmathi,Africa proconsularis,,,1,
Es Schiri,Africa proconsularis,,,4,
Es Sedria,Africa proconsularis,,,1,
Es Segi,Africa proconsularis,,,3,
Es Steh / Tacapes,Africa proconsularis,10,32.0166667,1,
Esnakit,Africa proconsularis,,,4,
Et Tutait,Africa proconsularis,,,3,
Et-Thobal,Africa proconsularis,,,1,
F'Kirina / Fkirina,Africa proconsularis,7.2972243,35.6608817,2,
Fachamia / Ammaedara,Africa proconsularis,,,15,
"Faddan al Baqar / Feddane el Begar / el-Begar, Hr. / Casae Beguenses",Africa proconsularis,9.966667,35.533333,3,
Fadden Souk / Thugga,Africa proconsularis,9.3164331,36.41285,3,
"Fadden Souk, iuxta / Thugga",Africa proconsularis,9.3235174,36.4283252,1,
Fallous,Africa proconsularis,,,1,
Fasqiyat al Habs,Africa proconsularis,14.333333,31.783333,1,
Fedden G'mer,Africa proconsularis,8.4628,36.6794,1,
Fedj Medjaled,Africa proconsularis,,,2,
Fedj Meraou,Africa proconsularis,,,1,
Fedj el Berkuk,Africa proconsularis,,,21,
Fedj es Suyud,Africa proconsularis,,,1,
Feidh Siouda,Africa proconsularis,,,1,
Feidj Zemmite,Africa proconsularis,,,6,
Fej Hsine / Simitthus,Africa proconsularis,10.151516,37.1126662,1,
Ferme Ain al Hammam / Pagus Assallitanus,Africa proconsularis,9.3006723,36.4241247,3,
Ferme Glaize / Cooperative Ben Chebel / Thugga,Africa proconsularis,9.3011011,36.4444339,3,
Fidh-Nekhala,Africa proconsularis,,,1,
"Frass, Hr. el / Faras, Hr. al / Gillium",Africa proconsularis,9.038332,36.477401,26,
Fuara,Africa proconsularis,,,2,
Fum Es Somma,Africa proconsularis,,,9,
"Furna, Hr. / Furna Mta Sgralma, Hr. / Forna Mta Zralma, Hr. / Zeralma / Enchir Forna / Mutia",Africa proconsularis,8.562379,35.697392,4,
Fyala,Africa proconsularis,,,1,
Gaafour / Gaffour / Qa Afur / Qafur,Africa proconsularis,9.3217449,36.3242676,1,
"Gaaga, Djebel",Africa proconsularis,7.8383333,35.4108333,1,
Gabel-Sguig,Africa proconsularis,,,2,
Gabes / Tacapes,Africa proconsularis,10.0971389,33.8833922,32,
Gadamis / Ghadamis / Ghadames / Cidamus,Africa proconsularis,9.4900658,30.1258404,10,
Gafsa / Gabs / Fedjedj / Capsa,Africa proconsularis,8.7843647,34.4224429,132,324684
Gaga,Africa proconsularis,,,1,
"Gallal, Hr. el",Africa proconsularis,9.886289,35.890076,1,
"Gamarti, Hennchir",Africa proconsularis,9.65,36.5333,1,
Gammana,Africa proconsularis,,,2,
Gammarth / Gammart / Gamart,Africa proconsularis,10.2982063,36.9051083,1,
Gamoudi,Africa proconsularis,10.9692,36.9947,2,
"Gargara, Hr.",Africa proconsularis,,,1,
Gasr Amr bir Rabach,Africa proconsularis,,,2,
Gasr Bel Wadwada,Africa proconsularis,,,2,
Gasr Changet el Ajesch,Africa proconsularis,,,1,
Gasr Dellasc,Africa proconsularis,,,3,
Gasr Elluss,Africa proconsularis,,,3,
Gasr Gharian,Africa proconsularis,,,1,
Gasr Giaka,Africa proconsularis,,,1,
Gasr Hammud,Africa proconsularis,,,1,
Gasr Lachma,Africa proconsularis,,,2,
Gasr Masaud,Africa proconsularis,,,1,
Gasr Mezuar,Africa proconsularis,,,7,
Gasr Umm er-Raml,Africa proconsularis,,,1,
Gasr Zerzi,Africa proconsularis,15.171182,30.594523,2,
Gasr el Ahmar / Saltus Sorothensis,Africa proconsularis,,,1,
Gasr el Dauun / Qasr ad Dawun,Africa proconsularis,13.90342,32.45771,2,
Gasr el-Ureia,Africa proconsularis,,,1,
Gasr ez-Zlaseia,Africa proconsularis,,,1,
Gastal,Africa proconsularis,8.2493435,35.4164835,4,
Gataa,Africa proconsularis,,,1,
"Gatt, Marqab al",Africa proconsularis,7.8666667,33.6666667,1,
"Gattoucia, Hr.",Africa proconsularis,,,1,
"Gattouna, Djebel",Africa proconsularis,10.4022222,36.6716667,1,
Gelat el Senan,Africa proconsularis,,,3,
Ghaiada / Ghayada / Ghayadha,Africa proconsularis,9.081467,36.475683,99,
Ghar al Milh / Ghar el-Milh,Africa proconsularis,10.188536,37.1686873,1,
Ghardimaou,Africa proconsularis,8.439679,36.4469714,22,
"Gharib, Mintaqat al",Africa proconsularis,21.1833,32.5833,2,
Gharyan,Africa proconsularis,13.0211451,32.1715873,1,
Ghehua,Africa proconsularis,,,2,
Ghirza / Qirzah,Africa proconsularis,14.483333,30.933332,16,
"Ghorab, Hr.",Africa proconsularis,9.978056,35.32,4,
"Ghorfa, Jebel el",Africa proconsularis,10.9481065,36.989817,1,
"Gmata, Hr.",Africa proconsularis,11.035767,34.551811,3,
Gorfa,Africa proconsularis,,,2,
Gorraa / Thugga,Africa proconsularis,9.118653,36.4535156,4,
"Goudhan, Djebel / Thugga",Africa proconsularis,9.1440002,36.4468496,2,
"Goulla, Hr.*",Africa proconsularis,,,1,
"Goungla, Hr. / Gunela",Africa proconsularis,9.766667,37.166668,1,
"Gourai, Hr.",Africa proconsularis,9.883333,33.766666,8,
Gourhasselissa,Africa proconsularis,,,3,
Gourine,Africa proconsularis,8.9583333,36.2419444,20,
Gourt-er-Raiane,Africa proconsularis,,,1,
"Goussa, Hr.",Africa proconsularis,9.208796,34.5910711,12,
Graiba,Africa proconsularis,10.2137565,34.4960648,1,
Grombalia / Grumbelia,Africa proconsularis,10.499033,36.5995429,2,
Gsra Amr Bir Rabach,Africa proconsularis,,,2,
Guarra,Africa proconsularis,,,4,
Guefa el Metsane,Africa proconsularis,,,1,
Guelaa Sidi Yahia,Africa proconsularis,,,1,
Guellat Bou Sbaa / Guelaa Bou Sba / Calama,Africa proconsularis,7.4738525,36.5464868,9,
Guelma / Calama,Africa proconsularis,7.431015,36.465251,415,305039
"Guennaouch, Hr. / Oued Guelat el Bel / Thugga",Africa proconsularis,9.1684445,36.4328355,2,
Guentra el Kebir,Africa proconsularis,,,1,
"Guergour, Hr. / Gergur, Hr. / Qurqur, Hr. / Hammam Guergour / Masculula",Africa proconsularis,8.517999,36.354507,102,
Guerra,Africa proconsularis,,,2,
"Guettar, Hr. / El Guessa ta el Guetta / Thugga",Africa proconsularis,9.3112039,36.4217741,4,
"Guettar, Hr. / El Guessa ta el Guetta, iuxta (1) / Thugga",Africa proconsularis,9.3556512,36.4360404,1,
"Guettar, Hr. / El Guessa ta el Guetta, iuxta (2) / Thugga",Africa proconsularis,9.3904303,36.4623163,1,
"Guiz, Hr. el",Africa proconsularis,8.230363,35.153061,25,
Gurai,Africa proconsularis,,,8,
"H'Rich, Hr. / Thugga",Africa proconsularis,9.13640909,36.429488,1,
Habida,Africa proconsularis,,,1,
"Hadda, Hr.",Africa proconsularis,8.756667,36.440834,2,
Hadj Abid / Ammaedara,Africa proconsularis,,,10,
Hadj Zakuli,Africa proconsularis,,,1,
Haffouz / Aquae Regiae,Africa proconsularis,9.671755,35.635414,4,
Haj Abid / Ammaedara,Africa proconsularis,,,10,
Haj Bou Hafs,Africa proconsularis,,,1,
Hajeb el Ayoun / Hadjeb el Aioun / Sidi Abdelkader / Masclianae,Africa proconsularis,9.5424162,35.395434,52,
Hajj Belgacem,Africa proconsularis,9,34,1,
Hajj Mohamed Salah Mahfoudhi,Africa proconsularis,,,1,
Halal,Africa proconsularis,,,2,
"Halfaia, Djebel",Africa proconsularis,8.9333333,34.0833333,3,
Hamaima,Africa proconsularis,8.3517984,35.9186989,1,
"Hamamiyah, Wadi al",Africa proconsularis,10.683333,32.833332,2,
"Hamedna, Ain el",Africa proconsularis,8.8283333,35.6686111,3,
Hamimat Souda / Theveste,Africa proconsularis,7.7155556,35.1083333,1,
Hammam Darradji / Hammam Derradji / Bulla Regia,Africa proconsularis,8.7523295,36.557824,466,314912
Hammam Debagh / Aquae Thibilitanae,Africa proconsularis,7.2676947,36.4602654,1,305030
