place_name,province,longitude,latitude,inscription_count,Pleiades_ID
Hammam Oulad Zaid,Africa proconsularis,8.025891,36.356815,6,
Hammam Said,Africa proconsularis,,,4,
Hammam Seiala / Hammam Saiala / Hammam Siala / Aquae Traianae,Africa proconsularis,9.16609297,36.677515,2,
Hammam Soussa / Hadrumetum,Africa proconsularis,10.5934755,35.8748635,1,
Hammam-Biadha / Aquae Aptuccensium,Africa proconsularis,8.911734,36.023338,1,
Hammam-Lif / Naro,Africa proconsularis,10.3362386,36.7317797,20,
Hammamet / Hammam / Ad Aquas Caesaris,Africa proconsularis,7.9506234,35.4493578,31,
Hammamet / Souk el-Abiod / Souh el-Abiod / Pupput,Africa proconsularis,10.6189213,36.398066,46,
"Hamouda, Hr.",Africa proconsularis,9.099278,35.448078,2,
Haouaria,Africa proconsularis,11.0536451,37.0363605,1,
Haouizeb / Silana,Africa proconsularis,,,1,
Haouli,Africa proconsularis,,,2,
Haouta-Chendouba / Agger,Africa proconsularis,,,1,
"Harrat / Harat, Hr. / Bou Ficha / Segermes",Africa proconsularis,10.301692,36.345023,44,
Haruri,Africa proconsularis,,,1,
"Hassan, Hr. el",Africa proconsularis,9.08285,35.377468,2,
"Hassi, Hr. el",Africa proconsularis,10.6947,34.6694,4,
Hawsh Bu Sharbiyah,Africa proconsularis,19.956747,31.650307,1,
Haydrah / Haidra / Hidra / Ammaedara,Africa proconsularis,8.4460507,35.5654145,1236,
Hedousif,Africa proconsularis,,,1,
Henchir Dallagi / Ammaedara,Africa proconsularis,8.6707878,35.5719599,1,
Henchir Es-Soud / Henchir Essoud / Henchir Sidi Boukthir,Africa proconsularis,9.824302,34.449377,1,
Henchir el Amri,Africa proconsularis,,,1,
Hendassa,Africa proconsularis,,,2,
"Hentaya, Hr.",Africa proconsularis,,,1,
Hergla / Harqalah / Horrea Caelia,Africa proconsularis,10.5086451,36.0313571,13,
"Hirba', Bi'r al",Africa proconsularis,11.5347222,31.9502778,6,
"Hnich, Hr.",Africa proconsularis,10.97277,33.32241,8,
Hosc el Mreied,Africa proconsularis,,,1,
Houmt Souk / Girba,Africa proconsularis,10.858684,33.875676,1,
Hughrissi,Africa proconsularis,,,1,
Imada Ennaaim,Africa proconsularis,,,5,
"Ishtaf, Wadi",Africa proconsularis,14.6833,31.05,2,
Jabal Barbrou,Africa proconsularis,9.2130556,35.73,4,
Jabal Biranaw,Africa proconsularis,8.6363889,35.4505556,2,
Jabal Bu al Hanash,Africa proconsularis,8.7016667,35.7130556,1,
Jabal Guennba / Chiniava,Africa proconsularis,9.5761111,36.9138889,3,
Jabal Jinan Kharuf,Africa proconsularis,8.2394444,34.6333333,1,
Jabal Krebita,Africa proconsularis,9.9666667,33.4666667,2,
Jabal Nafusah,Africa proconsularis,12,31.83333,1,
Jabal Tarhunah,Africa proconsularis,13.75,32.5,1,
Jabal az Zaatli,Africa proconsularis,8.7333333,34.9333333,2,
Jabbanat / Al-Jabbanah,Africa proconsularis,9.766667,32.55,2,
Jabbanit Bis-Snoussi / Thugga,Africa proconsularis,9.1896324,36.4069149,1,
"Jabbarah, Hasy",Africa proconsularis,11.2341667,33.2997222,1,
Jadda'im / Oliveti,Africa proconsularis,12.782778,32.78,1,
"Jalta, Hr.",Africa proconsularis,9.526944,37.077778,1,
"Jebana, Hr. el",Africa proconsularis,9.78921,35.499977,1,
Jebel Boukornine / Gebel Bou-Kornein / Djebel Bou-Kournein / Bou Kournein / Mons Balcaranensis,Africa proconsularis,10.3333883,36.7050284,387,
Jebel Moraba,Africa proconsularis,9.863056,36.599168,1,
Jebel Semmama,Africa proconsularis,8.8522222,35.3180556,1,
Jebiniana / Jabinyanah / Sfax,Africa proconsularis,10.908984,35.03514,2,
Jeddara,Africa proconsularis,8.931667,36.181667,5,
Jenan-ez-Zaytouna / Tapphugabensis / Tapphugabesis,Africa proconsularis,9.525144,36.287237,5,
Jilma / Djilma,Africa proconsularis,9.4227814,35.2725566,1,
Jorac,Africa proconsularis,,,1,
Jouf Saddine / Mididi,Africa proconsularis,,,1,
"Jougar, Ain / Zucchar",Africa proconsularis,9.9450299,36.2560168,10,
Jradou / Jeradou / Djeradou / Gheradou,Africa proconsularis,10.3279669,36.2709225,4,
Jual,Africa proconsularis,,,1,
"Julaydah, Bi'r al",Africa proconsularis,12.6830556,32.5747222,8,
"Kabria, Hr. / Thugga",Africa proconsularis,9.2178292,36.4354346,2,
"Kadour Ben Arh, Hr. / Kadour Ben Arfa / Thugga",Africa proconsularis,9.332757,36.443294,1,
Kairouan / Al-Qayrawan / Kairuan / Souani el-Adari / Souani ed-Adhari / Sawani al-Adhari / Iubaltianae / Themetra,Africa proconsularis,10.5603,35.920567,32,
Kalaa Djerda,Africa proconsularis,8.51892416,35.7274992,3,
Kalaa Seghira,Africa proconsularis,10.558257882800453,35.823796964701764,1,
"Kaoussat, Hr. / Gaoussat / Kaussat / Gousset / Gosset / El Gouesset / Pont-Raomein / Pont Romain / Ucubi",Africa proconsularis,8.892196,36.238518,70,
Karaat el-Bagla,Africa proconsularis,,,1,
Karabed,Africa proconsularis,,,1,
Karachoun / Khaschun / Karachoum / Besra / Muzuca,Africa proconsularis,9.805556,36.014444,45,
Karruba / Gales,Africa proconsularis,,,1,
Kasr El Oghab,Africa proconsularis,,,1,
Kasr Wasser El Haidri,Africa proconsularis,,,1,
Kasra / Kesra / Kissera / Chusira,Africa proconsularis,9.3652272,35.8140729,32,
Kasserine / El-Qasrain / Al-Qasrain / Al-Qasrayn / Gasrin / Gassrin / Cillium,Africa proconsularis,8.8364635,35.1691517,87,324694
"Katis er Remad, Hr.",Africa proconsularis,9.006819,35.251881,1,
Kbour Bou Klib,Africa proconsularis,,,1,
Kebili,Africa proconsularis,8.9705891,33.7058066,1,
Kechaichia,Africa proconsularis,,,1,
Kef,Africa proconsularis,,,1,
"Kef Bou Mous / Cheikh Ajel, Hr. / Thugga",Africa proconsularis,9.2238851,36.405571,6,
Kef Glia / Thugga,Africa proconsularis,9.3258877,36.4881973,2,
Kef Harrath / Thugga,Africa proconsularis,9.2159204,36.4407077,1,
"Kef R'aba, Hr. / Ain el Ksar / Thugga",Africa proconsularis,9.2026961,36.4304831,8,
Kef Tenoukla,Africa proconsularis,8.1801,35.3236,9,
Kef el Boum / Ammaedara,Africa proconsularis,8.017391,36.405972,2,
Kef el Ghrab / Thugga,Africa proconsularis,9.2061773,36.4262904,3,
Kef el Mechta,Africa proconsularis,10.840556,36.787777,1,
Kef en Necour,Africa proconsularis,,,1,
Kelibia / Qulaybiyah / Aspis / Clupea / Clipea,Africa proconsularis,11.098249,36.844354,74,
Keraan / Thugga,Africa proconsularis,9.4879436,36.506917,7,
"Keraan, iuxta / Thugga",Africa proconsularis,9.4989811,36.505091,1,
Kern el Kebch / Thugga,Africa proconsularis,9.1952496,36.3917357,2,
"Kessar, Hr. / Thugga",Africa proconsularis,9.3269687,36.4164888,2,
Kettana,Africa proconsularis,10.2009023,33.757713,1,
"Khadem, Hr. / Thugga",Africa proconsularis,9.2448385,36.3959593,4,
"Khadem, Hr., iuxta / Thugga",Africa proconsularis,9.241086,36.4009667,5,
"Khadhkadda, Hr.",Africa proconsularis,,,2,
Khallat Farjan,Africa proconsularis,13.2166667,32.8,1,
Khanasch,Africa proconsularis,,,1,
Khanguet El Hojjej / Khangat el-Hadjaj / Khanqat al Hajjaj / Bou Baker / Bu Beker / Khannguet el Hajaj / Neferis,Africa proconsularis,10.4071917,36.6164806,55,
Khanguet Foum el Afrit,Africa proconsularis,,,1,
Khanguet Kef Tout,Africa proconsularis,9.116667,36.900002,1,
Khanguet Safsaf,Africa proconsularis,,,3,
Khanguet el Bey,Africa proconsularis,,,5,
"Khasbat, Hr. / el-Kasba, Hr. / al-Kasbat, Hr. / Thuburbo Maius",Africa proconsularis,9.9039905,36.400355,174,315220
"Khechem el Kelb, Djebel",Africa proconsularis,8.6122222,35.0919444,29,
"Kherboug, Hr.",Africa proconsularis,8.50198,35.007713,3,
Khisbat,Africa proconsularis,,,2,
"Khmin, Hr.",Africa proconsularis,,,1,
"Khttab, Hr. / Thugga",Africa proconsularis,,,1,
Khurmat al Hatshah / Chormet el-Hantescia,Africa proconsularis,12.9858333,31.87,3,
Ki'am / Zliten,Africa proconsularis,14.433333,32.516667,2,
Kissa,Africa proconsularis,8.1091117,35.480557,8,
Korba / Qurba / Curubis,Africa proconsularis,10.857656,36.572877,14,
"Kouch Batia / Kouchbatia / Kuschbatihia / Guerouachi, Hr. / Thimida Bure / Thugga",Africa proconsularis,9.15436,36.4948414,21,
Koudia Ksour Dhomda,Africa proconsularis,9.8966667,36.2611111,4,
Koudiat Moussa,Africa proconsularis,0.47917,35.49167,1,
Koudiat Setieh,Africa proconsularis,,,2,
Koudiat an-Namsha / Thugga,Africa proconsularis,9.1805747,36.471426,3,
Koudiat-Saria,Africa proconsularis,,,3,
Kourchine,Africa proconsularis,10.867454,36.676739,1,
Kramet,Africa proconsularis,9.3167,36.3167,4,
"Krebita, Hr.",Africa proconsularis,9.92346,33.449969,1,
Krime,Africa proconsularis,,,1,
"Krourou, Hr. / Thugga",Africa proconsularis,9.2080075,36.5147065,5,
Kroussia / Hadrumetum,Africa proconsularis,10.3212831,35.7553294,1,
Ksar Beni Fredj / Ben Fredj / Kef beni Fredj / Thullium,Africa proconsularis,8.066667,36.666667,24,
Ksar Bou Fatha,Africa proconsularis,,,13,
Ksar Djaber / Qasr Jabir,Africa proconsularis,10.116667,34.666668,1,
Ksar El Atesch,Africa proconsularis,,,1,
Ksar El Guennara,Africa proconsularis,9.25278,35.97111,1,
Ksar Ghafar,Africa proconsularis,,,1,
Ksar Hellal / Qasr Hallal / Bordj Hellal,Africa proconsularis,10.8891587,35.6443501,3,
Ksar Jemajeur,Africa proconsularis,10.4407883,36.6319223,2,
Ksar Khima,Africa proconsularis,9.530278,35.857224,7,
Ksar Kuti,Africa proconsularis,,,1,
Ksar Limsa / Ksar Lemsa / Qasr Lemsa / Limisa,Africa proconsularis,9.6917636,36.0359204,186,
Ksar Madoudja / Ksar Mdouja / Civitas A[],Africa proconsularis,9.224167,35.93111,28,
Ksar Mezouar / Qasr Mezouar,Africa proconsularis,9.339275,36.780586,1,
Ksar Ouergha,Africa proconsularis,9.316667,34.783333,1,
Ksar Sidi Aich / Sidi Aich / Sidi Aisch / Sidi Aysh / Gemellae,Africa proconsularis,8.782784,34.7328593,38,
Ksar Tarcine / Qasr Tarcine / Tibubuci,Africa proconsularis,9.8003763,33.2161008,2,
Ksar Tifech / Tifech / Ksar Tiffech / Tipasa,Africa proconsularis,7.668976,36.164123,104,
Ksar Toual Zammel / Vicus Maracitanus / Maracitana,Africa proconsularis,9.222872,36.02994,27,
"Ksar Zitouna / Ain el-Zitouna / es-Zitouna, Hr.",Africa proconsularis,8.733333,34.133331,5,
Ksar ben Tralah / Ain el Kessar / Thugga,Africa proconsularis,9.2090809,36.4403531,12,
Ksar el Ahmar / Ammaedara,Africa proconsularis,,,1,
"Ksar el Arbia, Hr.",Africa proconsularis,8.5,35.716667,1,
Ksar el Asker / Civitas Nybgeniorum,Africa proconsularis,8.823902,34.048199,4,
Ksar el Garaboulli,Africa proconsularis,,,1,
Ksar el Khadem / Qasr al Khadim / Henchir Ksar-el-Khadem,Africa proconsularis,9.11658,35.38403,1,
"Ksar el Rhoula, iuxta",Africa proconsularis,9.57792,33.871584,9,
Ksar el-Ahmer,Africa proconsularis,,,1,
"Ksar et-Tir / Ksar el-Tir, Hr. / Thugga",Africa proconsularis,9.2141971,36.390506,1,
"Ksar, Hr. el / Thignica",Africa proconsularis,9.757778,35.247501,31,
Ksar-Amie / Ammaedara,Africa proconsularis,,,2,
"Ksouda, Hr.",Africa proconsularis,9.891952,35.108405,1,
Ksour-Dzemda / Vicus Annaeus,Africa proconsularis,9.906042,36.263392,4,
Kudiat El Khil,Africa proconsularis,,,5,
Kudiat Setieh,Africa proconsularis,,,7,
"Kuraymah, Saniyat al",Africa proconsularis,12.8327778,32.0391667,1,
La Goulette,Africa proconsularis,10.306839,36.817565,4,
La Soukra / Soukra / Sukrah,Africa proconsularis,10.2541752,36.867186,1,
Ladeila,Africa proconsularis,,,1,
Lalla,Africa proconsularis,8.8211161,34.3934619,1,
Lalla Dahlia,Africa proconsularis,,,15,
Lalla Messaouda,Africa proconsularis,,,1,
Lalla Zohra,Africa proconsularis,10.739444,34.751389,1,
Lallah Mabrukah,Africa proconsularis,9.187222,35.976665,1,
Lallah al Akarimiyah,Africa proconsularis,8.866667,35.75,3,
"Lallah, Wadi",Africa proconsularis,13.033333,31.433332,6,
"Lamta / Lamtah / Lemta / Dhahret Slama / Soukine / Sokrine, Hr. / Lepcis Minor",Africa proconsularis,10.8809373,35.6753306,309,
Lella Drebblia / Thugga,Africa proconsularis,9.1858337,36.4523554,1,
Lemtu,Africa proconsularis,,,1,
"Liali, Ain el",Africa proconsularis,9.7166667,37.3252778,7,
"Lorbeus, Jebel / Lorbeus, Hr. / Lares",Africa proconsularis,8.8952778,36.0625,42,
M'Daourouch / Mdaourouch / Madauros / Madaurus,Africa proconsularis,7.8212383,36.0773091,879,315065
"M'Dhakker, Ain / Mdeker, Ain / Mediccera",Africa proconsularis,10.2792795,36.200547,5,
"Mahallah, Hr. al",Africa proconsularis,10.2,34.9,3,
Mahdia,Africa proconsularis,11.068585,35.5042799,22,
Maherine / Thuburbo Minus,Africa proconsularis,9.856014,36.762253,2,
Mahjouba / Machdjuba / Madjouba / El-Ghrouss / Tituli,Africa proconsularis,8.501141,35.8093373,44,
Maiou,Africa proconsularis,9.2201016,35.2091789,3,
"Maiza, Lalla",Africa proconsularis,8.873333,36.394722,4,
Majaz al Bab / Medjez el Bab / Mejez el Bab / Membressa,Africa proconsularis,9.6146499,36.6484118,26,
"Majel, Jebel el",Africa proconsularis,10.3816667,36.29,1,
"Makhreba, Hr. / Uzita",Africa proconsularis,10.75396,35.68702,3,
Maktar / Makthar / Mactar / Makthars / Mactaris,Africa proconsularis,9.2014433,35.8571565,699,324774
Mansoura,Africa proconsularis,8.9369537,33.724912,5,
Manzil Bu Zalafah,Africa proconsularis,10.5830644,36.6832659,1,
"Marakib, Hr. al",Africa proconsularis,9.0167,34.7833,1,
Mareth / Martae,Africa proconsularis,10.2882317,33.617159,2,
"Marja, Hr. / Oued El Klegh, Hr. / Thugga",Africa proconsularis,9.3454589,36.4093564,1,
"Marqab, Ra's al",Africa proconsularis,13.4552778,32.4036111,1,
Marsa Dila,Africa proconsularis,12.75,32.799999,1,
Masakin,Africa proconsularis,10.5802503,35.7255757,1,
Maschrek esch-Schems,Africa proconsularis,,,2,
Mateur / Matera,Africa proconsularis,9.6674325,37.0384593,11,
"Matria, Hr. / Maatria / Sidi Akrout / Numlulis / Thugga",Africa proconsularis,9.2185806,36.522942,67,
Mchich,Africa proconsularis,,,2,
Md Ben Hasneoui / Ammaedara,Africa proconsularis,,,4,
Md Ben Nasser / Ammaedara,Africa proconsularis,,,2,
Mechdoug,Africa proconsularis,,,1,
Mechentel,Africa proconsularis,,,1,
Mechmech,Africa proconsularis,9.7260542,37.2462315,1,
"Mechri, Hr. / Oued Hanach / Res publica Clul / Thugga",Africa proconsularis,9.2454462,36.5193966,3,
Mechta Hennchir Hedil,Africa proconsularis,8.743932,36.452744,5,
Mechta Koudiat es Sid,Africa proconsularis,6.441725,36.058586,1,
Mechta Medjez Ahmar,Africa proconsularis,7.46,35.9799999,3,
Mechta Oulad Selem,Africa proconsularis,6.550833,36.266666,4,
Mechta Rous ed Dis,Africa proconsularis,7.798628,36.134972,1,
"Mechta ben Jaoud / H'Rich, Hr. / Thugga",Africa proconsularis,9.184926,36.4367347,4,
Mechtat el Matroa,Africa proconsularis,8.28,36.71,1,
"Meded, Hr. / Midid, Hr. / Medded, Hr. / Mididi",Africa proconsularis,9.057096,35.806271,89,
"Medeina, Hr. / Mdeina / Mada'inah / Althiburos",Africa proconsularis,8.82952745,35.8879032,117,
Medenine,Africa proconsularis,10.4910529,33.3434395,2,
Medila,Africa proconsularis,,,2,
Medjez Sfa,Africa proconsularis,7.7839301,36.4330511,4,
Medjez el-Djidiane,Africa proconsularis,,,1,
"Meger, Hr.",Africa proconsularis,,,2,
Meninge / Bordj Tuta,Africa proconsularis,10.911785,33.691894,3,
Menzel Abderrahman,Africa proconsularis,9.8738907,37.2418804,22,
"Menzel El Gorschi, Hr. / Thub[3]",Africa proconsularis,,,1,
Menzel Yahia-Tafekbsite,Africa proconsularis,,,1,
"Merah, Hr. / Suo",Africa proconsularis,9.645585,36.317358,4,
"Merifek, Hr.",Africa proconsularis,,,1,
Merja,Africa proconsularis,10.3681,36.4436,2,
"Merthoum, Hr. el / Sufes",Africa proconsularis,,,1,
Meschertat,Africa proconsularis,,,1,
Mesguida / Culusa,Africa proconsularis,10.584929,36.68135,1,
Meskale,Africa proconsularis,,,1,
Meskiana / La Meskiana,Africa proconsularis,7.6694143,35.6291407,1,
"Meskina, Hr. el",Africa proconsularis,9.353611,35.181667,3,
Mesloula,Africa proconsularis,7.8299965,35.8681059,1,
Mesmar,Africa proconsularis,,,2,
Messis,Africa proconsularis,,,2,
"Mest, Hr. / Mist / el-Oust, Hr. / El Ust / el-Berrouigue, Hr. / Ain Gueliane / Mustis",Africa proconsularis,9.1435996,36.3354139,200,
Metherchem / Ammaedara,Africa proconsularis,,,1,
"Metkides, Hr. al / Magifa / Tinfadi",Africa proconsularis,8.65,34.85,32,
Metouia,Africa proconsularis,10.0052044,33.9591353,4,
"Mettich, Hr. / Mappalia Siga",Africa proconsularis,9.366642,36.569468,1,
Meyala,Africa proconsularis,,,2,
Mezel-Konzia,Africa proconsularis,,,1,
Mezert,Africa proconsularis,,,1,
Mhadhba / Hadrumetum,Africa proconsularis,10.4379924,35.995079,1,
Mheimes,Africa proconsularis,,,1,
Micca Village,Africa proconsularis,,,1,
Miza,Africa proconsularis,,,1,
Mnia,Africa proconsularis,,,41,
Mograwa,Africa proconsularis,,,8,
Mohammed ben Hasneoui / Ammaedara,Africa proconsularis,,,1,
Mohammed ben Nasser / Ammaedara,Africa proconsularis,,,3,
Mohammed el Bordji,Africa proconsularis,,,1,
Mohammedia / Sidi Ali el Sefini / Al Muhammadiyah / Thimida Regia,Africa proconsularis,10.1535196,36.6755608,15,
Moknine / Al Muknin,Africa proconsularis,10.9003897,35.631675,1,
Monastir / Al Munastir / Tennir / Ruspina,Africa proconsularis,10.8272336,35.7709638,7,
Morabba,Africa proconsularis,,,4,
Moregan,Africa proconsularis,,,1,
Mornag,Africa proconsularis,10.2902721,36.6818188,4,
Morsott / Morsot / Vasampus,Africa proconsularis,8.0102728,35.6717654,45,
Moulares / Umm Al Arais,Africa proconsularis,8.2733836,34.485737,1,
Moulins,Africa proconsularis,,,1,
Moureddine,Africa proconsularis,10.5405962,35.7567655,2,
"Moussa, Hr. / Thugga",Africa proconsularis,9.3166514,36.4852977,8,
Mrowa,Africa proconsularis,,,3,
Msa,Africa proconsularis,,,1,
Munizip Mizda / Mizdah,Africa proconsularis,12.9799549,31.4546104,1,
"Musayrib, Khanqat al",Africa proconsularis,9.6133333,35.9841667,1,
Mzareg es Semech,Africa proconsularis,,,3,
Mzura,Africa proconsularis,,,1,
"Naam, Hr. en / Abbir Cellae / Abbir Cella",Africa proconsularis,9.844189,36.466607,10,
Nabeul / Nebel Kedim / Neapolis,Africa proconsularis,10.7369824,36.4487668,27,
Naimine er-Rodoui,Africa proconsularis,,,1,
Nasr Allah / Sidi Nasseur Allah / Sidi Ali Ben Nasr Allah,Africa proconsularis,9.8275341,35.3528682,5,
"Nebhana, Hr. / Nepajana / Thambaiae",Africa proconsularis,10.024832,35.922848,10,
Nefidhet el Mecid,Africa proconsularis,,,1,
Nefta / Naftah / Nepte,Africa proconsularis,7.880785,33.8719976,3,
Nefza,Africa proconsularis,9.0748455,36.9748241,3,
"Negachia, Hr.",Africa proconsularis,9.256019,36.8345,8,
Nibbar / Nibber / Nebeur,Africa proconsularis,8.7713168,36.3050927,14,
Niimi,Africa proconsularis,,,1,
Oghab,Africa proconsularis,,,1,
Oglet el Khfifia / Bordj Younga / Macomades Minores,Africa proconsularis,10.497324,34.525858,3,
Ouachouache,Africa proconsularis,7.719013,35.7943,2,
Ouchtetta,Africa proconsularis,,,1,
"Oudeka, Hr. / Semmech, Hr. / Aptucca / Aptuca",Africa proconsularis,8.940301,36.409344,7,
"Oudna, Hr. / Udhnah / Uthina",Africa proconsularis,10.1820304,36.60005,228,315247
Oued Beni Guedal,Africa proconsularis,10.819373,32.096027,1,
Oued Bezirk,Africa proconsularis,10.632534,36.721033,1,
Oued Charaia,Africa proconsularis,,,3,
Oued Chouk,Africa proconsularis,7.90991,36.212612,1,
Oued Errecac,Africa proconsularis,,,13,
Oued Ez Zit / Sainte Marie du Zit,Africa proconsularis,10.3025876,36.4173839,8,
"Oued Guelat el Bel / Guennaouch, Hr. / Thugga",Africa proconsularis,9.1754059,36.434777,1,
Oued Hadifa,Africa proconsularis,9.57235,34.09427,14,
Oued Harmoucha / Thugga,Africa proconsularis,9.2309,36.511514,1,
Oued Laya,Africa proconsularis,10.55,35.833333,4,
Oued Maarouf,Africa proconsularis,9.8042143,36.0352589,1,
"Oued Magroune, iuxta",Africa proconsularis,9.675384,33.897407,42,
Oued Mellegue,Africa proconsularis,8.8260729,36.4966057,26,
Oued Melliz / Simitthus,Africa proconsularis,8.5500007,36.4678121,1,
Oued Romel / Oued Remel / Rumel / Thugga,Africa proconsularis,9.1996713,36.3703658,4,
"Oued Romel / Oued Remel / Rumel, iuxta / Thugga",Africa proconsularis,9.2083401,36.3756506,1,
Oued Tebaga,Africa proconsularis,,,2,
Oued Tessaa,Africa proconsularis,-1.865424,35.100159,1,
Oued Zerga / Sicca Veneria,Africa proconsularis,8.7517,36.2814,4,
Oued Zeus / Oued ez Zeuss / Oued Zoess / Wadi al Jiss,Africa proconsularis,10.38333,33.58333,2,
Oued el Ferd / Wadi al Fard,Africa proconsularis,10.220356,33.757259,1,
Oued el Firane,Africa proconsularis,4.073309,31.938536,2,
Oued el Gabel / Oued el Goubel / Wadi al-Qabil,Africa proconsularis,10.61667,32.83333,35,
Oued el Ghelaa,Africa proconsularis,9.93067,37.185612,1,
Oued el Kohl / Ammaedara,Africa proconsularis,8.533333,35.599998,4,
Oued el Ouaar,Africa proconsularis,,,1,
Oued en Nhal,Africa proconsularis,9.924444,36.428333,2,
Oued er Rmel,Africa proconsularis,8.54626,36.168125,3,
Oued-el-Ain / Thugga,Africa proconsularis,9.2463072,36.4144476,4,
Oueslatia / Weslatia,Africa proconsularis,9.5932661,35.8476563,3,
Ouled Haffouz,Africa proconsularis,9.872202,35.081912,1,
Ouled Saad,Africa proconsularis,9.9864871,34.9802777,3,
Ouled Sellam,Africa proconsularis,5.8836213,35.8263866,1,
Ouled ben Abid,Africa proconsularis,,,1,
Ouled-ed-Djenna,Africa proconsularis,,,18,
Oum Ali / Umm Ali,Africa proconsularis,8.3007443,35.0113285,11,
Oum ed Debban,Africa proconsularis,,,3,
"Oum el-Abouab, Hr. / Um el-Abuab / Umm el-Abuab / Seressi / Municipium Seressitanum",Africa proconsularis,9.80968815,36.1822327,17,
Oum-ech-Chellig / Uzali Sar / Felicitani,Africa proconsularis,9.648624,36.830987,1,
Oumcetren,Africa proconsularis,,,1,
Ousapha,Africa proconsularis,,,2,
Ousfane el Arba / Ammaedara,Africa proconsularis,,,1,
"Oust, Hr. el",Africa proconsularis,9.6278436,36.4287862,1,
Ouzra / Henchir Ouzra / Abzira / Abdira / Auzira,Africa proconsularis,10.2446,36.655352,3,
Pavillier,Africa proconsularis,9.854637,35.424877,1,
Praedia Pullaienorum / Thugga,Africa proconsularis,9.1175055,36.4284165,2,
Qabilat Silin,Africa proconsularis,14.173889,32.668056,1,
Qabilat al Qalil / Umm el Msareb,Africa proconsularis,13.99,32.5825,1,
Qalat-As-Sanan,Africa proconsularis,8.3444393,35.7643288,2,
"Qamarah, Bi'r al",Africa proconsularis,11.0052778,35.0727778,1,
"Qani, Wadi",Africa proconsularis,13.03708,31.819124,5,
Qarish al Wadi / Grich el Oued / Krich el Oued / Krisch El Waid / Thisiduo,Africa proconsularis,9.666667,36.683333,6,
Qarqarish / Oea,Africa proconsularis,13.107778,32.86972,1,
Qaryat al Amruni,Africa proconsularis,12.634167,32.131111,1,
Qaryat al Hallufah,Africa proconsularis,14.45255,32.412979,4,
Qasr Dhu'ayb,Africa proconsularis,12.472019,31.653933,4,
Qasr Dughah / Gasr Doga / Ras el Halga,Africa proconsularis,13.698419,32.486542,4,
"Qasr Ghilan / Ksar Ghilane / Ksar Ghelane / Ksar Rhilane / Ghaylan, Wadi / Tisavar",Africa proconsularis,9.63598371,32.9799959,7,
Qasr Isawi,Africa proconsularis,14.704646,31.461703,1,
Qasr Manarah,Africa proconsularis,10.516667,36.349998,2,
