place_name,province,longitude,latitude,inscription_count,Pleiades_ID
Qasr Wamis / Gasr Uames / Scereb Eddiba,Africa proconsularis,12.66911,31.642448,2,
Qasr al Ahmar,Africa proconsularis,9.45,34.599998,3,
"Qasr al Arabiyah, Hr.",Africa proconsularis,8.5,35.7167,1,
Qasr al Hadid,Africa proconsularis,9.1,36.65,1,
Qasr al Hammam,Africa proconsularis,9.933333,34.866669,1,
Qasr al Jazirah,Africa proconsularis,12.404346,32.016354,1,
Qasr al Qusaybah,Africa proconsularis,9.241667,35.900276,2,
Qasr at Turab / Arae Philaenorum,Africa proconsularis,18.792398,30.299503,2,
"Qirrim, Wadi",Africa proconsularis,13.982222,32.634167,1,
Quballat / Guebellat,Africa proconsularis,9.6632318,36.5399912,18,
"Qullah, Hr. al",Africa proconsularis,8.4667,34.8667,1,
"Qusayr al Ful, Hr.",Africa proconsularis,8.6,34.85,1,
Ra's al Jabal,Africa proconsularis,10.12313,37.225342,1,
Ra's at Tib / Cape Bon,Africa proconsularis,11.0416578,37.0836241,2,
Rabha,Africa proconsularis,,,1,
Rades / Maxula,Africa proconsularis,10.276969,36.774402,12,315072
Raf Raf,Africa proconsularis,10.194583,37.189028,1,
"Ramdam, Hr.",Africa proconsularis,10.2272,35.1717,1,
Ras Kaboudia / Bordj Khadidja / Caput Vada,Africa proconsularis,11.1588889,35.2236111,1,
Ras el Ain Tlalet / Talalati,Africa proconsularis,10.384167,32.966369,3,
Ras el Mergeb,Africa proconsularis,14.2333333,32.6333333,1,
Ras el-Uadi / Ra's al Wadi,Africa proconsularis,12.8505556,32.0647222,3,
Rasfet ej-Jbel,Africa proconsularis,,,1,
"Rashiq, Bilad",Africa proconsularis,8.684183,35.043026,5,
"Rashiq, Wadi ar",Africa proconsularis,10.083333,34.433334,11,
Rass Dimess / Rass Dimasse / Ras Dimas / Dimass / Thapsus,Africa proconsularis,11.0460745,35.6176098,7,
"Rechga, Kaf",Africa proconsularis,9.0505556,36.6577778,2,
Redir el Fras,Africa proconsularis,,,1,
Refana,Africa proconsularis,,,1,
"Reguiba, Khanguet",Africa proconsularis,7.8833333,35.1833333,1,
"Rekoub, Hr. / Rucuma",Africa proconsularis,9.474167,37.053612,4,
"Relilaia, Teniet",Africa proconsularis,7.6880556,35.0408333,1,
Remada / Tillibari,Africa proconsularis,10.3962005,32.3153893,10,
Renich,Africa proconsularis,,,1,
"Ressas, Chabet er",Africa proconsularis,0.878056,35.868889,2,
"Rhiria, Hr.",Africa proconsularis,9.100011,36.716673,1,
Rihana,Africa proconsularis,8.944906,36.235355,1,
Rmada,Africa proconsularis,7.773899,35.807045,1,
"Rniktijmel, Hr.",Africa proconsularis,,,4,
Rougga / Bararus,Africa proconsularis,10.791179,35.211896,1,
Roumana Dahraweya / Roumana,Africa proconsularis,4.2795911,35.2214758,4,
Roumieh,Africa proconsularis,,,1,
Routitila,Africa proconsularis,,,1,
Rouzou,Africa proconsularis,,,1,
Ruhia,Africa proconsularis,,,1,
"Saadane, Hr.",Africa proconsularis,10.658333,33.481945,1,
"Sabbah, Ayn as / Vaga",Africa proconsularis,9.0833333,36.8,1,
Sabratah / Sabrata / Siburata / Sabratha,Africa proconsularis,12.4826746,32.7906211,279,
Sahraoui,Africa proconsularis,3.1786598,36.5945756,1,
Saida / Tunes,Africa proconsularis,10.168285,36.80692,1,
Sakiet Sidi Youssef / Saqiyat Sidi Yusuf / Sidi Yussef / Naraggara,Africa proconsularis,8.3547342,36.2220401,38,
Salah Ben Belgessem,Africa proconsularis,,,1,
"Sallakta, Hr. / Salakta / Sillakta / Arsch Zara / Sullecthum / Sullectum",Africa proconsularis,11.0429292,35.3937926,25,
"Sammaa, Hennchir",Africa proconsularis,8.316667,35.533333,3,
"Saqy, Hr. as",Africa proconsularis,8.8333,34.1167,5,
Saraia,Africa proconsularis,,,1,
"Saroula, Hr.",Africa proconsularis,9.891111,36.834721,1,
"Sawatir, Hanshir as",Africa proconsularis,8.366667,34.533333,6,
Sawfajjin,Africa proconsularis,12.194068,31.825272,4,
"Sbeitla / Subaytilah / el-Ouara, Hr. / Oued Cheria / Oued ech-Cheraya / Scheria / Sufetula",Africa proconsularis,9.12284876,35.232803,380,324816
Sbiba / Sabibah / Sufes,Africa proconsularis,9.06951312,35.5442284,53,
Scemech / Shemech,Africa proconsularis,13.968777,31.394839,1,
Seba Regoud,Africa proconsularis,9.520556,35.487499,2,
Sebbalet el Bey,Africa proconsularis,,,1,
Sed el Youdi,Africa proconsularis,8.3884831,35.8449567,2,
"Segdel, Wadi",Africa proconsularis,10.4,33.483334,2,
Segjeg,Africa proconsularis,,,1,
Segui / Bled Segui,Africa proconsularis,8.729242,34.14815,8,
"Seheli, Hr. / Civitas Saraditana",Africa proconsularis,9.601684,36.092496,5,
Seifia,Africa proconsularis,,,1,
Senhadja,Africa proconsularis,,,1,
"Serrak, Ain es",Africa proconsularis,9.45,35.9333333,1,
Sfax / Taparura,Africa proconsularis,10.7600021,34.7397986,56,
Sguidan / Anastasiana,Africa proconsularis,,,1,
Sguigga,Africa proconsularis,,,5,
Shawash / Suas,Africa proconsularis,9.55,36.716667,8,
"Shirkat ar Rahhal, Hr.",Africa proconsularis,8.91667,34.98333,25,
"Shuqayqah, Bi'r ash",Africa proconsularis,12.75,31.6166667,2,
"Shuraqa', Hr. ash",Africa proconsularis,8.5,34.683334,6,
Si Ali ben Khaled,Africa proconsularis,,,1,
Si Amra,Africa proconsularis,,,4,
Si Aoun / Praesidium [],Africa proconsularis,10.039444,32.202222,2,
Side-Medien / Vallis / Carthago,Africa proconsularis,9.75,36.75,1,
"Sidi Abd El Basset, Hr.",Africa proconsularis,9.646291,36.875004,6,
Sidi Abd el Kerim / Sabzia,Africa proconsularis,9.812778,36.330833,2,
Sidi Abd er Rebbu,Africa proconsularis,,,1,
Sidi Abdallah / Fundus Bassianus,Africa proconsularis,9.77971,37.313023,9,
Sidi Abdallah Bou el-Behaim,Africa proconsularis,,,6,
Sidi Abdallah Melliti / Ain Melliti / Thugga,Africa proconsularis,9.17320123,36.4975536,1,
Sidi Abdallah Zehdi,Africa proconsularis,,,1,
Sidi Abdallah ech Cheid,Africa proconsularis,9.3,36.400002,1,
Sidi Acem,Africa proconsularis,,,1,
Sidi Achmed ben Abd el Mlek,Africa proconsularis,,,1,
Sidi Adda,Africa proconsularis,,,2,
Sidi Ahmad al Jadidi,Africa proconsularis,9.519538,36.658787,4,
Sidi Ahmar,Africa proconsularis,,,1,
Sidi Ahmed Salah,Africa proconsularis,,,1,
Sidi Ahmed el Hacheni / Sidi Ahmed al Hachani / Sidi Ahmad al Hashshani / Sidi Hameds el Hacheni / Civitas Cit[],Africa proconsularis,8.933333,35.866669,4,
Sidi Ain Debba / Thugga,Africa proconsularis,9.1886492,36.4463935,1,
Sidi Ali Ben Abdallah,Africa proconsularis,,,1,
"Sidi Ali Ben Ahmar, Hr. / Sidi Ali Ben Amar, Hr.",Africa proconsularis,,,4,
Sidi Ali Ben Brahim / Ammaedara,Africa proconsularis,8.471772,35.570026,38,
Sidi Ali al Bahlul / Sidi Ali el-Bahloul,Africa proconsularis,11.039167,35.391666,5,
Sidi Ali al Farjani,Africa proconsularis,21.6,32.900002,1,
Sidi Ali al-Agab / Ain Teki / Ain Taki / Pagus Tach[] / Thugga,Africa proconsularis,9.2156634,36.3506788,3,
"Sidi Ali bel Kassem / Sidi Ali Belkacem / Sidi Ali Belkassem, Hr. / Sidi Ali Ben Kassem / Thuburnica",Africa proconsularis,8.467818,36.526159,243,
Sidi Amar,Africa proconsularis,7.7206192,36.8214092,2,
Sidi Amara / Avioccala,Africa proconsularis,9.720033,36.200459,12,
"Sidi Amara, Hr. / el-Khima, Hr. / Khima, Hr. / Agger",Africa proconsularis,9.5156285,35.8626025,66,
"Sidi Ameur, Hr.",Africa proconsularis,9.950543,36.460813,1,
Sidi Amor el-Jedidi / Sivalis / Civitas Sivalitana,Africa proconsularis,9.78081,36.027331,17,
Sidi Athman el Hadid,Africa proconsularis,9.916667,36.966667,2,
Sidi Bader,Africa proconsularis,8.8025,36.94389,6,
"Sidi Baiesch, Hr.",Africa proconsularis,,,2,
Sidi Behloul,Africa proconsularis,,,2,
Sidi Bellaoui,Africa proconsularis,8.977077,36.416215,1,
Sidi Belloul,Africa proconsularis,,,1,
Sidi Ben Aiech,Africa proconsularis,8.116667,35.483334,2,
Sidi Ben Aisa,Africa proconsularis,,,2,
"Sidi Ben Nour, Hr.",Africa proconsularis,10.313763,36.6181,6,
Sidi Bou Ali,Africa proconsularis,10.470397,35.9563486,18,
Sidi Bou Arkoub / Sidi Bu Urqub,Africa proconsularis,10.562168,36.550533,2,
Sidi Bou Atila / Sidi Bu Atila / Thugga,Africa proconsularis,9.2075006,36.3764604,14,
Sidi Bou Baker / Mustis,Africa proconsularis,8.55,35.3167,4,
Sidi Bou Garnoug,Africa proconsularis,,,1,
Sidi Bou Hamida,Africa proconsularis,,,2,
Sidi Bou Hassen,Africa proconsularis,,,1,
Sidi Bou Kraroub,Africa proconsularis,,,1,
Sidi Bou Melika,Africa proconsularis,,,1,
Sidi Bou Ranem / Sidi Bou Rhanem / Sidi Bu Ghanim,Africa proconsularis,8.383333,35.916668,19,
Sidi Bou Rharnoug,Africa proconsularis,8.931667,36.140556,2,
Sidi Bou Rouis / Sidi bu Ruis,Africa proconsularis,9.1250941,36.1753222,7,
Sidi Bou Skikine,Africa proconsularis,9.711111,35.401112,1,
Sidi Brahim / Ad Molas?,Africa proconsularis,7.886012,36.117651,4,
Sidi Bu Aslai,Africa proconsularis,,,2,
Sidi Buker,Africa proconsularis,,,1,
Sidi Cheidi / Sidi Abdallah ech-Cheidi / Thugga,Africa proconsularis,9.3062983,36.3999938,10,
Sidi Daoud / Missua,Africa proconsularis,10.9134484,37.0213301,17,
"Sidi Denden, Koubba",Africa proconsularis,7.771572,36.72887,2,
Sidi Dhaouai Rouhou,Africa proconsularis,,,1,
Sidi El Ayadi,Africa proconsularis,,,2,
Sidi El Heni / Sidi El Hani / Sidi el Hasni,Africa proconsularis,10.3118167,35.6809917,6,
Sidi Ghazelli,Africa proconsularis,,,5,
Sidi Ghrib,Africa proconsularis,8.867222,36.830276,2,
Sidi Gnaui / Timezegeri Turris,Africa proconsularis,9.76669,33.733205,3,
Sidi Habich,Africa proconsularis,,,1,
Sidi Hamza,Africa proconsularis,9.030556,35.630001,4,
Sidi Hani / Vicus Augusti,Africa proconsularis,9.353333,35.328335,7,
Sidi Jdidi / Aradi,Africa proconsularis,9.6241481,36.3510552,156,
Sidi Kaddou,Africa proconsularis,,,1,
Sidi Kelboussi,Africa proconsularis,10.640365,36.713043,1,
Sidi Khalifa / Sidi Khelifa / Henchir Sidi Khalifa / Pheradi Maius,Africa proconsularis,10.398315,36.249677999999996,14,
Sidi Khalifa / Sidi Khelifa / Turris Rutunda,Africa proconsularis,10.386576,36.260237,4,
Sidi Krib / Thugga,Africa proconsularis,9.252448,36.3715365,2,
Sidi Mansour,Africa proconsularis,9.9380216,37.1050505,1,
Sidi Marched,Africa proconsularis,9.8,35.687778,5,
Sidi Marzouk Tounsi,Africa proconsularis,,,1,
"Sidi Median, Hr. / Vallis",Africa proconsularis,9.734207,36.613435,23,
"Sidi Merzoug, Hr. / Castellum",Africa proconsularis,8.792195,36.2931,44,
Sidi Meskine / Thunusuda,Africa proconsularis,8.65918386,36.4490244,1,
Sidi Messaoud,Africa proconsularis,,,4,
Sidi Mohamed ben Khelifa,Africa proconsularis,,,2,
Sidi Mohammed Ben Brahim,Africa proconsularis,,,1,
"Sidi Mohammed El Azreg, Hr.",Africa proconsularis,8.476111,36.418056,4,
Sidi Mohammed Lazrag,Africa proconsularis,,,3,
Sidi N'sir,Africa proconsularis,9.443916,36.894393,1,
Sidi Naoui / Sidi Naui,Africa proconsularis,9.786979,36.249239,4,
Sidi Nasser,Africa proconsularis,,,2,
"Sidi Reiss, Hr. / Sidi er Reis / Sidi ar Ra'is / Aulodes",Africa proconsularis,9.598251,36.825211,3,
Sidi Sahbi,Africa proconsularis,9.245,35.77972,3,
Sidi Salah el Balti,Africa proconsularis,8.940556,36.711388,6,
Sidi Salem,Africa proconsularis,,,1,
"Sidi Slimane, Hr.",Africa proconsularis,9.8611,36.3183,2,
"Sidi Soltan, Hr. / Sidi Soltane",Africa proconsularis,9.000833,35.696945,16,
Sidi Tahar,Africa proconsularis,,,1,
Sidi Yahia,Africa proconsularis,,,3,
Sidi Zehili / Civitas Avensensis,Africa proconsularis,9.129594,36.617302,3,
Sidi as-Sayd / Sidi el-Sayd / Borgo Tazzoli,Africa proconsularis,13.479417,32.334617,2,
Sidi ash Shammakh,Africa proconsularis,11.0297699,33.590881,1,
Sidi ben Amar,Africa proconsularis,,,1,
Sidi bu Gossa,Africa proconsularis,,,2,
Sidi el Abbasi,Africa proconsularis,6.713956,36.12944,2,
Sidi el Titouhi,Africa proconsularis,9.171086,36.296036,7,
"Sidi-Barka, Hr.",Africa proconsularis,,,3,
Sidi-Bou-Argoub / Tazma / Thimisua,Africa proconsularis,9.319272,36.310747,7,
Sidi-ech-Chaffei / Thala,Africa proconsularis,,,1,
"Sif, Ain es",Africa proconsularis,9.8777778,36.0197222,2,
Siliana / Silyanah,Africa proconsularis,9.3743733,36.0846651,6,
"Sinngaris, Hr. / Singaris / Cincaris",Africa proconsularis,9.760881,36.781444,15,
Sirte / Marcomades Selorum,Africa proconsularis,16.5836206,31.2059625,67,
Skhira / Skira,Africa proconsularis,10.0681726,34.2988669,7,
Skiffa,Africa proconsularis,,,1,
Slah,Africa proconsularis,,,2,
Sliman / Carthago,Africa proconsularis,,,1,
Smadah / Siviri,Africa proconsularis,,,6,
Smala,Africa proconsularis,8.7833,35.4,1,
Smidia,Africa proconsularis,,,3,
Sminja / Saminjah,Africa proconsularis,10.0238204,36.45481,2,
Smirat,Africa proconsularis,,,1,
Snane Ali Fatha,Africa proconsularis,9.8397222,35.0063889,1,
"Snobbeur, Hr.",Africa proconsularis,9.690507,36.442544,6,
Soliman,Africa proconsularis,10.490706,36.6956264,13,
Sommet el Amra,Africa proconsularis,,,1,
Souaira,Africa proconsularis,,,1,
"Souda, Jebel es?",Africa proconsularis,9.527152,35.129993,1,
"Soudga, Hr. / Sudga, Hr. / Urusi",Africa proconsularis,9.577272,35.987089,7,
Souk Tleta / Suk Tleta,Africa proconsularis,-1.9967832,35.0270945,1,
"Soussa, Hr. / Thugga",Africa proconsularis,9.1497288,36.4359084,5,
Sousse / Hadrumetum,Africa proconsularis,10.640525,35.828829,778,324716
Sra Wartan,Africa proconsularis,,,19,
Sriu,Africa proconsularis,,,4,
"Suffit, Hr. / Jefren / Yefren / Yafran",Africa proconsularis,12.527651,32.063839,5,
Sursef,Africa proconsularis,,,6,
"Tabbet el Ksir, Hr.",Africa proconsularis,9.778056,36.142502,2,
Tafelloune,Africa proconsularis,10.898378,36.695591,1,
Tagiura / Tajoura,Africa proconsularis,13.3525476,32.8834447,6,
"Taglissi, Hr.",Africa proconsularis,13.083053,32.065701,16,
Takilsa / Taklisah,Africa proconsularis,10.6295091,36.792339,1,
Takrouna / Takrunah,Africa proconsularis,10.350369,36.1443836,6,
Takusch,Africa proconsularis,,,2,
"Tamesmida, Hr.",Africa proconsularis,8.416616,35.099985,7,
Tandjak,Africa proconsularis,,,1,
Taoura / Taura / Thagura,Africa proconsularis,8.042039,36.167061,77,
Tarf ech Chena / Apisa Maius,Africa proconsularis,9.711194,36.343341,24,
"Tarf el-Chena, Hr. / Tarf ech-Chena, Hr. / Apisa Minus",Africa proconsularis,9.7417,36.3325,1,
Tarhunah,Africa proconsularis,13.6381338,32.4359687,8,
Tariglach,Africa proconsularis,,,1,
Tataouine / Tatahouine,Africa proconsularis,10.450413,32.9315727,2,
"Tebaga, Hr.",Africa proconsularis,8.383614,36.482756,1,
Tebaga-Clausura,Africa proconsularis,9.618772,33.669719,2,
"Tebbala, Hr. / Thugga",Africa proconsularis,9.267522,36.4115858,2,
"Tebbala, Hr., iuxta (1) / Thugga",Africa proconsularis,9.2694115,36.4097998,1,
"Tebbala, Hr., iuxta (2) / Thugga",Africa proconsularis,9.2570142,36.4145052,1,
Tebessa / Theveste,Africa proconsularis,8.1212322,35.4035956,927,324831
Tebourba / Thuburbo Minus,Africa proconsularis,9.8418371,36.8324189,24,
Teboursouk / Tabursuq / Thibursicum Bure,Africa proconsularis,9.24585752,36.4577882,277,
"Tell el Caid, Hr. / Tell el Gaid / el Tlit, Hr. / Thagari Maius / Thagori Maius",Africa proconsularis,9.947919,36.446852,5,
Tella,Africa proconsularis,9.7617,35.6825,1,
Tellet-Fouzar,Africa proconsularis,,,1,
Telmine / Torra / Turris Tamalleni,Africa proconsularis,8.9173288,33.7171886,25,
Telt Duames,Africa proconsularis,,,2,
Temtilio,Africa proconsularis,,,1,
"Tepelte / Bel Aiet, Hr. / Blaiet / Tepeltensis",Africa proconsularis,9.765278,36.398888,8,
"Tercha, El Kseur",Africa proconsularis,10.4728958,36.7395226,6,
"Terjba, Kef",Africa proconsularis,8.9780556,36.7269444,2,
Testour / Tastur / Tichilla,Africa proconsularis,9.4418606,36.5520138,100,
Thala / Talah,Africa proconsularis,8.6709337,35.5718133,224,
Thelepte / Medinet el Kdima / Medinet el-Kedima / Medinet el-Khadima / Makdudesch / Mekdoudeche / Furriyanah / Feriana,Africa proconsularis,8.59414353,34.9815659,73,
Thibar / Tibar / Belloum / Thibaris,Africa proconsularis,9.1059907,36.5224445,73,
Thicilila,Africa proconsularis,,,1,
"Thina, Hr. / Tina / Thaenae / Thenae",Africa proconsularis,10.676389,34.654167,171,324825
"Thmed, Hr. / Sufes",Africa proconsularis,6.84278,35.4475,7,
Thouighiba,Africa proconsularis,,,1,
Thrayet / Hadrumetum,Africa proconsularis,10.6527854,35.7539452,2,
Tindouf*,Africa proconsularis,,,3,
"Tine, Fedj et",Africa proconsularis,7.5005556,35.5538889,1,
Tleta Djouama,Africa proconsularis,,,2,
Tlil Bou Eukka,Africa proconsularis,,,3,
"Tobel, Hr.",Africa proconsularis,10.4,33.533333,1,
Tombra,Africa proconsularis,,,5,
"Torkhana, Hr.",Africa proconsularis,,,3,
Touireuf,Africa proconsularis,,,1,
Toukaber / Tukabur / Tuccabor,Africa proconsularis,9.5211234,36.7081535,23,
Toum el Macera,Africa proconsularis,10.6844,34.8161,1,
"Toungar, Hr. / Cincaris",Africa proconsularis,9.74498,36.77692,1,
Touza / Tuzah,Africa proconsularis,10.8278529,35.6319855,1,
Tozeur / Toser / Tawzar / Tusuros,Africa proconsularis,8.1368866,33.9235059,5,
Tripoli / Tarabulus el-Gharb / Oea,Africa proconsularis,13.1777744,32.8966761,51,
Tuila,Africa proconsularis,,,2,
Tuit,Africa proconsularis,,,4,
Tunis / Tunes,Africa proconsularis,10.1856909,36.8001926,117,
Turdjmaen,Africa proconsularis,,,1,
Turki,Africa proconsularis,10.517143,36.573868,1,
"Tut, Hr.",Africa proconsularis,9.467527,36.884595,2,
Uadi er-Rsaf / Leptis Magna,Africa proconsularis,14.29061,32.63897,2,
Ubeira,Africa proconsularis,,,1,
Uled Djentura,Africa proconsularis,,,3,
Uled Dramenna,Africa proconsularis,,,1,
"Umm Izz, Shubat",Africa proconsularis,13.25,30.6167,1,
"Umm al Abbas, Wadi",Africa proconsularis,9.800392,33.427185,3,
"Umm al Ali, Bi'r",Africa proconsularis,9.1666667,34.15,4,
"Umm al Ullayq, Wadi",Africa proconsularis,13.016667,31.700001,1,
"Uqlat al Jufayrat, Bi'r",Africa proconsularis,12.5333333,31.5833333,1,
Utique / Utica,Africa proconsularis,10.0580281,37.0557743,140,315248
"Wadah as Saghirah, Hr. al",Africa proconsularis,10.25,34.7667,27,
Wadi Ghalbun,Africa proconsularis,13.94241,31.75773,1,
Wadi Kanafis,Africa proconsularis,14.4799,31.23134,1,
Wadi Meaunia,Africa proconsularis,,,1,
Wadi Qani,Africa proconsularis,13.03708,31.819124,1,
Wadi Sarrat,Africa proconsularis,8.616667,35.766667,1,
Wadi Tareglet,Africa proconsularis,,,2,
Wadi Umm el Agerem,Africa proconsularis,,,1,
Wadi Zamzam,Africa proconsularis,15.283333,31.4,1,
Wadi el-Amud,Africa proconsularis,13.27312,31.075342,1,
Wadi et-Tualeb,Africa proconsularis,13.4755338,32.4131762,1,
Younga / Bordj Yonga / Macomades Minores / Iunci / Sofiana,Africa proconsularis,10.4129676,34.4681813,3,
"Youssef, Hr.",Africa proconsularis,9.30167,35.1644,6,
"Zaaba, Djebel ez",Africa proconsularis,8.3833333,35.1333333,2,
Zaafrane,Africa proconsularis,8.9158323,33.4427896,3,
Zafran,Africa proconsularis,,,1,
"Zaga, Hr.",Africa proconsularis,9.02607049,36.924205,1,
Zaghouan / Zaghwan / Ziqua,Africa proconsularis,10.1446938,36.3995482,33,
"Zaieta, Hr. / Khalleg, Hr. / Thugga",Africa proconsularis,9.3496007,36.4057468,12,
"Zaktoun, Hr. / Zaktun / Thaca",Africa proconsularis,10.113359,36.280128,3,
Zallet,Africa proconsularis,,,1,
"Zama / Jama / Djama / Al-Jamah / el-Char, Hr. / ech-Char, Hr. / Ech-Char / Soualem, Hr. / El-Lehs / Nafidat el-Zawamil / Nafidat az-Zawamil / Zama Regia",Africa proconsularis,9.2858705,36.1121194,49,315267
Zanfour / Az Zunfur / Zannfour / Assuras,Africa proconsularis,9.01918303,35.9944104,29,
Zaouache,Africa proconsularis,,,2,
Zaouia Khdima / Zaouia Gdima / Zaouia Khedima / Zawiat el-Kedima / Pagus Mercurialis,Africa proconsularis,10.062114,36.556084,2,
Zaouia Mornag,Africa proconsularis,10.27278,36.69917,5,
Zaouia Sidi Medine,Africa proconsularis,,,3,
"Zaouiet Ben Ammar, Hr.",Africa proconsularis,,,1,
Zaouiet Djedidi / Sidi Djedid / Sidi Djedidi / Zaouiat Djedid / Zaouiat,Africa proconsularis,10.5746395,36.643429,1,
Zaouiet Gueisse,Africa proconsularis,,,1,
Zaouiet el-Laala / Zawiet el-Laala,Africa proconsularis,,,2,
Zaouit-Ksibat-Thrayett,Africa proconsularis,10.6281014,35.7780015,1,
Zarouel,Africa proconsularis,,,1,
Zarouria / Zaarouria,Africa proconsularis,7.9582241,36.2256214,5,
"Zarroug, Bir",Africa proconsularis,10.0233333,35.56,1,
Zarzis / Gergis,Africa proconsularis,11.1131197,33.5016452,3,
Zatria,Africa proconsularis,,,1,
Zawiyat Madyan / Vallis,Africa proconsularis,9.088944,36.767666,27,
Zawiyat Sidi 'Abdalli / Tuccabor,Africa proconsularis,9.483333,36.7,1,
"Zaytunat Bin Hassan / Zitounat Ben Hassane / Ben Hassen, Hr.",Africa proconsularis,10.2,34.849998,2,
Zebbes,Africa proconsularis,,,2,
Zebda,Africa proconsularis,9.95,34.6,1,
Zegera,Africa proconsularis,,,2,
"Zellal, Hr. / Ferme Eymard / Cooperative Khalled / Thugga",Africa proconsularis,9.2548291,36.4027067,6,
"Zembra / Zambrah, Jazirat / Ulisippira",Africa proconsularis,10.8033415,37.1296259,6,
Zemzouma,Africa proconsularis,7.531611,36.476162,1,
"Zengrou, Hr. / Zengru / Mechta en Naja / Ain Naja / Vicus Haterianus",Africa proconsularis,9.763611,36.325319,9,
Zerdud,Africa proconsularis,,,2,
Zerig,Africa proconsularis,10.1597937,33.71317,1,
Zezia,Africa proconsularis,8.349167,36.746389,3,
Zian / Zitha,Africa proconsularis,11.040121,33.475262,24,
Zinchera,Africa proconsularis,,,1,
Zitounet el-Taief / Zitounet et-Taief / Zeituna el-Taief,Africa proconsularis,,,1,
"Znad, Hr. ez",Africa proconsularis,8.957222,36.176388,4,
Zouabi / Zuabi,Africa proconsularis,,,1,
Zouarine / Az Zuwarin / Ain Zouarine / Ain Zuarin / Cella,Africa proconsularis,8.9046941,36.0215917,3,
"Zoubia, Hr. ez",Africa proconsularis,9.747222,36.138058,3,
"Zouitine, Hr. / Zouitina / Zuwaytinat el-Bey / Zuwaytinat al Bay / Gassa, Jebel el / Thibiuca",Africa proconsularis,9.90583,37.0364,8,
Zriba,Africa proconsularis,10.3048897,36.2932693,2,
Zumaylat al Ma'qil / Zmilet el Maguel / El Maguel,Africa proconsularis,8.7833333,33.2,1,
"el-Abiod, Hr. / Abiod / El-Abiod / Theveste",Africa proconsularis,7.516667,34.75,10,
"el-Amana, Hr. / Amana",Africa proconsularis,,,1,
"el-Atra, Hr.",Africa proconsularis,9.914167,35.005001,3,
"el-Attermine, Hr. / Borj el-Attermine",Africa proconsularis,9.8761,36.7767,1,
"el-Barud, Hr. / al-Barud, Hanshir / Thagumata",Africa proconsularis,9.9833,34.7667,33,
"el-Chlalig, Hr. / ech-Chlalig, Hr.",Africa proconsularis,,,1,
"el-Dekir, Hr. / Ed Dekir",Africa proconsularis,,,5,
"el-Hammadi, Hr. / Thugga",Africa proconsularis,9.2008346,36.3921176,4,
"el-Msaadine, Hr. / Msaadin, Hr. / Bordj el-Ioudhi / Bordj el-Youdi / Budja / Furni / Furnos Minus",Africa proconsularis,9.830048,36.693084,54,
"es-Souar, Hr. / Suwar, Hr. / Abthugni",Africa proconsularis,10.041051,36.174109,39,
"es-Zitouna, Hr. / Ferme ash-Shhid / Cooperative Cheidi / Thugga",Africa proconsularis,9.2751002,36.4124485,1,
"ez-Zaouia, Hr. / el-Zaouia, Hr. / Thugga",Africa proconsularis,9.2105217,36.4084156,13,